source,target,role
"51864","274","Ardelia Mapp"
"51864","9529","Bernadette 'Bernie' Walsh"
"51873","13252","Cherie"
"51873","18501","Female News Host #1"
"518","73723","The Lorax (voice)"
"518","75","Rude Gambler"
"51878","10586","Samuel"
"518","8012","Martin Weir"
"518","9275","Burke Bennett"
"518","9326","Ralph"
"518","9493","Vincent Benedict"
"518","9969","Buddy Hall"
"51902","109091","Abogado"
"51902","63311","Médico"
"51902","6537","Carlos"
"51904","6537","Benigna"
"519","10050","Dr. Desmond Forrest Oates"
"519","11846","Franck Eggelhoffer"
"519","11862","Franck Eggelhoffer"
"519","13654","Lars"
"519","13767","Jack Frost"
"519","149870","Kurokawa (voice)"
"519","2614","Jack Putter"
"51930","123025","Harvey Dent"
"51930","123025","Two-Face"
"51930","166076","Perry White (voice)"
"51930","200505","O'Reilly"
"51930","40662","Black Mask"
"51930","65291","Deegan"
"51930","7090","Claude's Father"
"51930","82682","Rourke"
"519","30923","Verrückter Hutmacher"
"51931","2662","Don Willis"
"51931","7090","Tates Großvater"
"51931","9707","Elvis' Roommate"
"51936","10092","Dodger"
"51936","10726","Cassandra"
"51936","59859","Night Bitch"
"51936","924","Nicole"
"51936","9902","Francine"
"51937","11059","Rudy"
"51944","10426","Day-Day"
"51944","10426","Old Man with Shotgun"
"51944","10471","Day-Day"
"51944","109439","Black Doug"
"51944","13490","Reggie"
"51944","13690","Boog (Voice)"
"51944","14655","Duane Henderson"
"51944","1577","L.J."
"51944","18785","Black Doug"
"51944","41283","Roy Grone"
"51944","41382","Reverend Taylor"
"51944","51170","Boog (voice)"
"51944","7737","L.J."
"51944","8386","Baby Powder"
"519","59981","The Jester (voice)"
"51962","10485","Elliot Hopper"
"51962","15045","Himself"
"519","62214","Mr. Frankenstein"
"519","62214","Mr. Burgemeister"
"519","62214","Nassor"
"51962","7095","Lawrence Woodruff"
"51963","10940","Lt. Cmdr. Jeffrey Sinclair (archive footage)"
"51965","249660","Professor Radisson"
"51965","26715","Mr. Phoenix"
"51965","43959","Holt Blanchard"
"51965","7278","Hauptmann"
"51965","75834","Hercules"
"519735","177888","Lela"
"51975","11152","Stacy"
"51975","123109","Betty"
"51975","209244","Angelina"
"51975","38842","Audrey Dawns"
"51975","39210","Naked Blonde with Sailor Cap"
"51975","51209","Ellie O'Hara"
"51975","9655","Olivia"
"51975","9787","Gabrielle"
"51975","9954","Sarah Wenham"
"519","75","Press Secretary Jerry Ross"
"51976","22971","Noodles"
"51976","72559","Flint"
"519","80321","Stefano"
"519","8204","Thimbletack (voice)"
"519","8388","Ned Nederlander"
"51988","10625","Janis Ian"
"51988","11857","Party Girl"
"51988","119569","Claire"
"51988","13596","Ami"
"51988","23048","April"
"51988","44115","Sonja Ralston"
"51988","7191","Marlena"
"51988","84174","Gena"
"51989","109428","Olivia"
"51989","225565","Vera"
"51989","38322","Haley"
"51989","7191","Lily"
"51989","76649","Ariadne"
"51989","9655","Yvonne"
"51989","9954","Kate Tunney"
"51990","10191","Tuffnut"
"51990","12569","Rory"
"519","9016","B.E.N."
"51990","34016","Stainer"
"51990","41515","Ranger Jones"
"51990","44048","Gilleece"
"51990","7191","Hud"
"51990","82702","Tuffnut (voice)"
"51990","91417","Tuffnut (voice)"
"51991","152795","Steve"
"51991","7191","Rob"
"51992","13788","Casey Beldon"
"51992","33107","Ellie"
"51992","38303","Joanna"
"51992","41135","Temperance (as Odette Yustman)"
"51992","54540","Chloe"
"51992","7191","Beth"
"51992","73499","Natalie Geary"
"51993","7191","Kassierer"
"519","9446","Richard Kempster"
"51995","17436","Spaz"
"51995","7191","Antonio"
"51996","10351","Medical Student"
"51996","15641","Reece"
"51996","7191","Charlie"
"51998","13804","Agent Sophie Trinh"
"51998","31867","Alva"
"519","9837","Huy"
"51998","7191","Heather"
"51998","8065","Kianna"
"51998","9923","Chinegro Woman"
"51999","7191","Lei"
"52002","7183","Lt. Tejada"
"52003","16558","Pam Frailes"
"52003","7183","Elizabeth Clayton"
"520","10122","Carolyn McAdams"
"520","10439","Sarah Sanderson"
"520","11074","Jo Christman"
"5201","342","Tobi"
"5201","4627","Lyschko"
"520","1788","Rusty"
"52018","146239","Kristen"
"52018","41446","Marnie Cooper"
"52018","50479","Allie Pennington"
"52018","7211","Cara"
"52018","84199","Aubrey Miller"
"52020","127517","Peter"
"52020","174321","Vice Principal Phil Pelaski"
"52020","38363","Steve"
"52020","7211","Clay"
"5202","130747","Polizist"
"5202","157849","Rasheed"
"5202","175774","James"
"52023","11867","Colonel Pryzer"
"52023","11954","Col. Tom Carlsen"
"52023","1696","Sheriff Ken Dwyer"
"5202","342","Achim"
"52023","9424","Officer Cox"
"520","24438","Meryl Morgan"
"520","2925","Shelly Stewart"
"52030","6471","Patty Bernstein"
"52031","24961","Evillene"
"52031","6471","Mother"
"52032","6471","Father"
"5203","342","Anke"
"5203","35217","Zoey"
"5203","38448","Ondine"
"52037","10066","Blake"
"52037","10759","Aseel Tare"
"52037","7214","Damien Carter"
"520","37786","Carrie Bradshaw"
"5204","1697","Alfred Dorstreiter"
"52043","10329","Boyd"
"5204","342","Hansi"
"52043","6488","Sheriff Lloyd Parsons"
"52043","9879","Alan Mordecai"
"520","4564","Carrie Bradshaw"
"52048","39345","Josh Jackson"
"52048","6499","Justin Stewart"
"52048","6499","Blue Ranger"
"52049","11217","Putman"
"52049","16538","Barry's Buddy"
"52049","34423","Nuts"
"52049","39939","Thorny"
"52049","98066","Ron Jon"
"52049","9988","Barry"
"52049","9988","Blind Sikh"
"52050","13523","Mary"
"52050","14456","Holly"
"52050","15045","Becky"
"52050","6519","Laurie Pullman"
"52051","34423","Connor"
"52051","39939","Mac"
"52051","6519","Jimmy"
"52051","9988","Fink"
"52051","9988","Emcee"
"52052","12177","Jessica Simpson"
"52052","13908","Jessica Simpson"
"520","522","Dolores Fuller"
"52052","6519","Daisy Duke"
"52052","9794","Amy"
"5205","342","Georg Schorsi"
"52057","10118","Craig"
"52057","10589","Zacharias"
"52057","14462","Senator Wells"
"52057","24804","Osiris (as Obba Babatunde)"
"52057","274","TV Anchor Man"
"52057","6522","Willie Long"
"52057","8386","Dean Carl Cain"
"52057","9030","Dr. Haskins"
"52057","9304","Paul"
"52057","9800","Jerome Green"
"520","62838","Kate"
"52063","19204","Dr. Harris"
"5206","342","Sandra"
"52063","7219","Brian Hull"
"520","68179","Kira Supernova (Voice)"
"520","6877","Paula"
"520","70868","Kate Reddy"
"5207","342","Leo"
"520","75","Nathalie Lake"
"5208","167581","Marc Borgmann"
"5208","342","Malte"
"5208","4627","Juro"
"52087","81836","Carol"
"5208","8349","Leutnant Lehmann"
"520","9043","Meredith Morton"
"521","10021","Brantley Foster aka Carlton Whitfield"
"521","10137","Stuart Little (voice)"
"521","10142","Private Eriksson"
"521","105","Marty McFly"
"521","105","Marty McFly Jr"
"521","105","Marlene McFly"
"521","10779","Frank Bannister"
"521","10865","Milo James Thatch"
"521","10996","Voice of Stuart Little"
"521","11384","Ray Casanov"
"521","11384","Nick Lang"
"521","11821","Benjamin Stone"
"521","11824","Scott Howard"
"52","11313","Adult Bobby Garfield"
"52","11412","Luke"
"52","11412","Daedalus"
"52116","1493","Leslie Davis, Miss California"
"521","165","Marty McFly Sr."
"521","165","Marty McFly Jr."
"521","165","Marlene McFly"
"52116","7233","Jeanie Ellis"
"52117","10985","Dance Instructor"
"52117","7233","Mr. Newirth"
"52117","84174","Barely Attractive Guy"
"52117","9285","French Toast Guy"
"52117","9557","Nick Ragoni"
"52117","9842","Diego"
"52119","126319","Lucienne (voice English version)"
"52119","156700","Mrs. Keenan"
"52119","174323","Mrs. Van Camp"
"52119","28665","Ms. Fran Rowan"
"52119","5559","Trudy"
"521","196","Marty McFly"
"521","196","Seamus McFly"
"52119","7233","Principal Walsh"
"52","11983","Peter Bowman"
"52119","84341","Principal Barnes"
"52119","99367","Patricia"
"521","20312","Mr. Baker"
"52","12162","Col. Reed"
"521","25059","Chance"
"52139","11253","Johann (voice)"
"52139","188161","Albert"
"52139","23023","Ziggy"
"52139","278427","Peter Griffin as Han Solo"
"52139","278427","Stewie Griffin as Darth Vader"
"52139","278427","Brian Griffin as Chewbacca"
"52139","278427","Glenn Quagmire as C-3PO"
"52139","278427","Carter Pewterschmidt as Emperor Palpatine"
"52139","278427","Roger as Moff Jerjerrod"
"52139","278427","Tim the Bear as Wickett"
"52139","278427","A Live Ostrich (voice)"
"52139","42979","Emperor Palpatine (voice)"
"52","13944","Arkin"
"52139","65215","Peter Griffin, Stewie Griffin, Brian, Glen Glenn Quagmire, Tom Tucker, Stuart Griffin, Bugs Bunny"
"52139","72105","Ted (voice)"
"52139","87818","Seth MacFarlane (segment"
"52140","24452","Audrey Junior (voice)"
"52140","24452","Burglar"
"5214","178446","Soldier"
"5214","342","Oli"
"5214","582","Benedikt Lehmann"
"52","152426","Captain Brian Engle"
"5216","109729","Dr. Campbell"
"5216","2294","Himself"
"5216","711","Library Assistant (uncredited)"
"52167","46523","Man 1 in cafe"
"52167","9075","Prison Guard with Baret"
"521","6878","Chance"
"52","16","Bill Houston"
"521","75","Jason Stone"
"521","9087","Lewis Rothschild"
"52","2087","Jim Deer Jackson"
"522","10403","Himself"
"522","10633","Police Chief Bill Gillespie"
"522","11449","Father Delaney"
"52","2207","Frank Nugent"
"522","2636","Joe Leon"
"522","336","Juan Miranda"
"52262","7278","Leonidas"
"52263","17501","Jasjit"
"52263","41517","Ra.One"
"52263","8079","Mukesh Mehra"
"522","654","Charlie Malloy"
"52266","7281","Dieter Dubinsky"
"52267","10543","Steve Walker"
"52267","10990","Jack Flynn"
"52267","11454","Will Graham"
"52267","11478","Ames Levritt"
"52267","74308","Mr. Sarge Kepler"
"52267","88005","Trucker"
"52267","9086","Patrick Floyd 'Pat' Garrett"
"52267","9846","Richard Chance"
"522","75","General Decker"
"5228","387","Leutnant Werner"
"522","907","Viktor Komarovsky"
"52291","37950","Cindy"
"522","9289","Destroyer Commander"
"5229","387","Der Leitende"
"5229","387","Fritz Grade"
"522","9946","Father Kovak"
"52300","10865","Helga Katrina Sinclair"
"52302","10940","Stephen Franklin, M.D."
"5230","387","1WO"
"52304","16187","Booster"
"52304","8469","Kent Dorfman"
"52306","10014","Ron Grady"
"52306","11814","Max"
"52313","7288","Mrs. Connelly"
"52313","9899","Hold Me-Touch Me"
"5232","387","Ullmann"
"52330","10167","Reporter"
"5233","387","Hinrich"
"52334","10477","Nina"
"5233","9803","Brummboss"
"523407","408","Birds"
"52342","10795","Bernard Valenti"
"52342","14556","Henri Pasquet"
"52342","7291","Christo"
"5234","34069","Igor Prokoff"
"5234","36643","Colonel Akakievich"
"5234","387","Ario"
"52346","122192","Éric"
"52346","26629","Leroy"
"52346","56415","Brandon"
"52346","60672","un flic"
"52346","7291","Titi Brasseur"
"52348","248507","Il paziente 'con la rana in gola'"
"52348","7291","Groluc"
"52348","8265","Yann Vandernoout"
"5235","31175","Herr Meyer (Gesundheitsamt)"
"5235","387","Pilgrim"
"52365","11397","Areola"
"52365","11547","Marcy"
"52366","10781","Thomas Hewitt (Leatherface)"
"52366","11667","Zangief"
"52366","9373","Thomas Hewitt (Leatherface)"
"52366","9563","Patrick 'Madman' Kelly"
"52374","104755","Francis Matthias"
"52374","10691","Tom Oakley"
"52374","11329","Durwood Cable"
"52374","11560","Brig. Gen. Bill Marks"
"52374","14728","Professor Lazlo"
"52374","20539","Reverend Parris"
"52374","214075","Walt"
"52374","30061","President Wilson (voice)"
"52374","36657","Senator Kelly"
"52374","36658","Senator Kelly"
"52374","4169","John O'Neill"
"52374","44918","James Maine"
"52374","45556","Winslaw"
"52374","9080","Ruby"
"52374","9445","Richard Bowden"
"52375","10934","Jerzy"
"52375","207768","Father Dimov"
"52375","6520","Sir Patrise"
"523","75","Himself"
"52394","12192","Juliette Bath"
"52394","14174","Leila"
"52394","23202","Danielle"
"52394","249164","Willow"
"52394","7511","Lisa"
"52395","70577","Lanyon"
"52398","44716","Anton"
"52398","57158","Beorn"
"52398","82450","Carl Hamilton"
"52400","7299","Gate Guard"
"52401","7299","Robbie Preston"
"52404","13179","Tinker Bell"
"52404","136911","Abby Fletcher"
"52404","14326","Amanda Willis"
"52404","14873","Shanti"
"52404","14913","Alison"
"52404","149870","Kayo Horikoshi"
"52404","149870","Kinu (voice)"
"52404","175112","Tinker Bell  (voice)"
"52404","22538","Roxy Richter"
"52404","25475","Tinker Bell (voice)"
"52404","44683","Tinker Bell"
"52404","602","Patricia Whitmore"
"52404","7300","Maggie Taylor"
"52404","75258","Tinker Bell"
"52404","84892","Mary Elizabeth"
"52404","9715","Bernice Pruitt"
"524","10195","Jane Foster"
"524","101","Mathilda"
"524","10564","Novalee Nation"
"5241","110354","Himself"
"524","11515","Alicia"
"524","11515","Inés"
"524","12184","Anne Boleyn"
"524","12572","Rifka"
"52414","10740","Young Sean"
"52414","18239","Alec"
"52414","1954","Tommy age 7"
"52414","24021","Alec"
"52414","36668","Jimmy"
"52414","36668","Leech"
"52414","50620","Alec"
"52414","7304","Oleg Yugorsky"
"52414","9388","Joey Naylor"
"52414","9920","Six"
"52415","10680","Cole"
"52415","199420","Ben"
"52415","19959","Colonel Brendon"
"52415","7304","Sal Gummy Bear Franzone"
"52415","9434","Bob Destepello"
"52415","9631","Palermo"
"52416","7304","Divina"
"524","1893","Queen Amidala"
"524","1894","Padmé Amidala"
"524","1895","Padmé Amidala"
"52419","121986","Andy"
"52419","145135","Daniel"
"52419","19255","Roderick"
"52419","2501","Research Tech"
"52419","44754","Victor"
"52419","7305","Roberto Canessa"
"52419","7861","Todd Anderson"
"52419","88794","Robert Irwin"
"524","1989","Leslie"
"524","21349","Ann August"
"524","2266","Francine (Faubourg Saint-Denis)"
"52422","7305","Rafael Cano"
"524","2284","Molly Mahoney"
"524","2288","Alice"
"524","2289","Sara"
"524","38319","Isabel"
"524","401","Sam"
"524","41630","Emma Kurtzman"
"52442","13990","Stephanie"
"52442","41630","Katie Kurtzman"
"52442","44754","Monica"
"52442","49049","Anderson"
"52442","71469","Natalie"
"52442","7326","Leah"
"52442","78571","Denise"
"52442","84317","Martine"
"52442","9829","Nicole Carol Miller"
"52443","11566","Vice-President's Son"
"52443","9493","Granger Grandson"
"524","44214","Nina"
"524","44835","Nicole"
"524","4538","Jack's X-Girlfriend"
"524","52505","Emilia Greenleaf"
"52458","7326","Steve Rendazo"
"52462","10675","Sondra Walker"
"52462","12160","Virginia Earp"
"52462","7340","Miss Collins"
"52462","8645","Mrs. Jones"
"52463","11558","Professor Schreiner & Johnson"
"52463","11566","House Majority Leader"
"52463","11901","Mayor Jason Hobart"
"52463","7340","Mr. Henry Morton"
"524","6418","Jack's Girlfriend"
"52467","4011","3-Fingered Typist"
"52467","7340","Cora Wilson"
"52470","7340","Kenny"
"5247","10948","Porcupine"
"5247","11886","Sexson the mouse"
"5247","13417","Rudy (voice)"
"5247","13682","Piglet (voice)"
"5247","13691","Piglet"
"5247","15655","Piglet (voice)"
"5247","17529","Lawyer Daggett"
"52","47327","Webster"
"5247","389","Juror 2"
"52474","17577","Hicks"
"524","7445","Grace Cahill"
"52474","9090","Bobby Ray"
"52474","9571","Randall 'Pink' Floyd"
"524","752","Evey Hammond"
"524","75","Taffy Dale"
"52476","10796","Yates"
"524","76338","Jane Foster"
"52476","857","Toynbe"
"52478","16070","Herself - Actress in 'Where the Truth Lies'"
"52478","19918","Emily"
"52478","326","Mercedes"
"52478","9285","Tiffany Henderson"
"52480","130267","Christian"
"52480","13166","Freddy Brody"
"52480","2105","Paul Finch"
"52480","2770","Paul Finch"
"52480","71552","Paul Finch"
"52480","8273","Paul Finch"
"52483","122857","Agent Gorman"
"52483","44943","Lt. Col. K.N. Ritchie"
"52483","70006","Cop"
"52483","87825","Rick"
"5248","389","Juror 3"
"5248","654","Johnny Friendly"
"5248","9552","Lt. Kinderman"
"5249","10178","Lt. Comdr. Challee"
"5249","10858","John Mitchell"
"5249","11165","Lt. Colonel Rufus S. Bratton"
"5249","16281","Upson Pratt (segment They're Creeping Up On You)"
"524","9283","Marty"
"5249","389","Juror 4"
"524","9398","Herself"
"524","949","Lauren Gustafson"
"5249","5825","Art Smith"
"5249","66","Walter Sullivan"
"524","9716","Laura Dandrige"
"52","497","Brutus Brutal Howell"
"5249","8536","US President"
"5250","389","Juror 5"
"52507","69315","Petty Officer Anastasia Dualla"
"52507","7342","Sue Snell"
"52508","7342","Tommy Ross"
"52508","9424","Andy"
"5251","10322","President 'Bobby'"
"525","110354","Himself"
"5251","11077","Big Ben"
"5251","11382","Julian Marx"
"5251","11448","Tiresias"
"5251","11597","Old General Zevo"
"5251","11851","Sgt. Maj. Ross Maclure"
"5251","12185","Max Corkle"
"5251","17443","Judge Francis Rayford"
"5251","2064","Saul"
"52512","7342","Principal Morton"
"5251","389","Juror 7"
"5251","4192","Dr. Ludwig Bessner"
"5251","891","Harry M. Rosenfeld"
"5252","389","Juror 9"
"5254","389","Juror 11"
"5255","10765","Col. Clay Thornbush"
"5255","11422","Admiral Jack Fletcher"
"5255","1654","General Denton"
"5255","389","Juror 12"
"5255","6081","Philippe Douvier"
"52575","14016","May Cheung"
"52583","47931","Tenente-Coronel Nascimento"
"52583","68724","Spider"
"52583","7347","Capitão Nascimento"
"52583","8440","Zico"
"52584","132712","Pastor"
"52584","7347","Neto"
"52586","47931","Tenente-Coronel Fábio"
"52586","7347","Capitao Fabio"
"52586","8440","Peixeira"
"52601","10588","Mr. Humberfloob"
"52601","10588","Voice of the Fish"
"52601","109513","Sandy Osterman"
"52601","13476","Richard Levy the Shameless"
"52601","14248","Brain"
"52601","14655","Danny Epstein"
"52601","62211","Terri Perry (voice)"
"52601","7350","Thomas"
"52601","76489","Larry"
"52602","11450","Dick Goodwin"
"52602","17187","James Ellerby"
"52602","65650","Dr. Waylans"
"52602","7350","Dr. Hollins"
"52603","7350","Roger Chambers"
"52605","13160","Kate"
"52605","138376","Mia Francis"
"52605","157360","Herself"
"52605","51052","Chief De Silva"
"52605","5820","Jill Marin"
"52605","7873","Sylvia (as Eva Longoria)"
"52605","81446","Celeste"
"526","10118","Henry Baines"
"526","115782","Daniel Kottke"
"52615","11598","Cleopatra Schwartz"
"526","157353","James Thomas"
"526","1665","Luke"
"526","199420","Vernon"
"526","27205","Nash"
"52639","60170","Gerhardt Neddermayer"
"52639","96721","Harald Ertl"
"52","63","Dr. Peters"
"52645","7457","Tiko 'TKO' Martinez"
"52646","49530","Philippe Weis"
"52646","7457","Pick Giaimo"
"52647","10806","Jack"
"52647","11699","Armand Benoit"
"52647","12271","Syd Pepperman"
"52647","13825","Ricky Garvey"
"52647","21349","Benny"
"52647","7457","Elvis Schmidt"
"52647","8470","Mitch Quigley"
"52647","9276","Stan Rosado"
"52647","9282","Duffy"
"52647","9582","Jim"
"52647","9922","Billy"
"52648","7457","Bobby '911'"
"526","49730","Father August"
"52657","11216","Spaccafico"
"5266","15588","Von Zimmel"
"5266","175774","Thomas George"
"526727","209451","Francine Valli"
"526727","73454","Cindy"
"526","72976","First White Soldier"
"526","75","Richie Norris"
